LI,2.4409,206
PY,2.4409,884
LI,2.54408,206
PY,2.54408,882
LI,2.64728,206
PY,2.64728,882
LI,2.75047,206
PY,2.75047,882
LI,2.85366,206
PY,2.85366,882
LI,2.95686,206
PY,2.95686,882
LI,3.06004,206
PY,3.06004,882
LI,3.16325,206
PY,3.16325,882
LI,3.26647,206
PY,3.26647,882
LI,3.36968,205
PY,3.36968,882
LI,3.47289,206
PY,3.47289,882
LI,3.57608,206
PY,3.57608,882
LI,3.67928,206
PY,3.67928,882
LI,3.78247,207
PY,3.78247,882
LI,3.88566,205
PY,3.88566,882
LI,3.98885,206
PY,3.98885,884
PY,3.98885,884
LI,4.09205,207
PY,4.19524,887
PY,4.19524,887
LI,4.29844,205
PY,4.29844,884
PY,4.29844,887
LI,4.4017,206
PY,4.4017,887
LI,4.50489,205
LI,4.60807,206
LI,4.60807,206
PY,4.60807,884
LI,4.71126,206
PY,4.71126,884
LI,4.81446,205
PY,4.81446,884
LI,4.9177,207
PY,4.9177,882
LI,5.0209,206
PY,5.0209,882
LI,5.12409,205
PY,5.12409,882
LI,5.22733,206
PY,5.22733,882
LI,5.33053,207
PY,5.33053,882
LI,5.43374,206
PY,5.43374,882
LI,5.53698,205
PY,5.53698,882
LI,5.64019,206
PY,6.05295,882
PY,6.05295,882
PY,6.05295,882
PY,6.05295,882
PY,6.05295,882
PY,6.05295,882
PY,6.05295,882
LI,6.15614,207
PY,6.15614,882
LI,6.25932,206
PY,6.25932,882
LI,6.36251,206
PY,6.36251,882
LI,6.46568,205
PY,6.46568,884
LI,6.56887,205
PY,6.56887,884
LI,6.67206,205
PY,6.67206,884
LI,6.77525,206
PY,6.77525,884
LI,6.87845,205
PY,6.87845,884
LI,6.98164,206
PY,6.98164,884
LI,7.08489,206
PY,7.08489,884
LI,7.18809,207
PY,7.18809,884
LI,7.29129,206
PY,7.29129,884
LI,7.39446,205
PY,7.39446,882
LI,7.49771,206
PY,7.49771,882
LI,7.60091,206
PY,7.60091,879
LI,7.7041,206
PY,7.7041,882
LI,7.80729,207
PY,7.80729,882
PY,7.91048,882
PY,7.91048,882
PY,7.91048,882
LI,8.01374,205
LI,8.11694,205
LI,8.22014,205
PY,8.22014,882
LI,8.32338,205
LI,8.32338,205
LI,8.42658,205
PY,8.42658,882
LI,8.52978,205
LI,8.52978,205
PY,8.52978,882
LI,8.63297,206
PY,8.63297,882
LI,8.73621,206
PY,8.73621,882
LI,8.8394,206
PY,8.8394,882
LI,8.94259,205
PY,8.94259,884
LI,9.04578,206
PY,9.04578,884
LI,9.14898,206
PY,9.14898,887
LI,9.25219,205
PY,9.25219,887
LI,9.35539,206
PY,9.35539,887
LI,9.4586,206
PY,9.4586,887
LI,9.56187,207
PY,9.56187,887
LI,9.66508,204
PY,9.66508,884
LI,9.7683,207
PY,9.7683,884
LI,9.8715,206
PY,9.8715,884
LI,9.9747,206
PY,9.9747,882
LI,10.0779,204
LI,10.1811,206
PY,10.1811,882
LI,10.2843,206
PY,10.2843,882
LI,10.3875,207
PY,10.3875,882
LI,10.4907,207
PY,10.4907,882
LI,10.5939,205
PY,10.5939,882
LI,10.6971,205
PY,10.6971,882
LI,10.8003,206
PY,10.8003,884
LI,10.9035,207
PY,10.9035,884
LI,11.0066,205
PY,11.0066,884
LI,11.1098,205
PY,11.1098,884
LI,11.213,206
PY,11.213,884
LI,11.3162,205
PY,11.3162,884
LI,11.4194,204
PY,11.4194,884
LI,11.5226,206
PY,11.5226,884
LI,11.6258,206
PY,11.6258,887
LI,11.729,205
PY,11.729,887
PY,11.8322,887
PY,11.8322,887
LI,11.9354,207
PY,11.9354,887
PY,12.0386,887
PY,12.0386,887
PY,12.2451,884
PY,12.2451,884
LI,12.3483,205
PY,12.3483,884
LI,12.4515,206
LI,12.4515,206
PY,12.4515,882
LI,12.5547,206
PY,12.5547,882
LI,12.6579,205
PY,12.6579,882
LI,12.7611,206
PY,12.7611,882
LI,12.8643,206
PY,12.8643,882
LI,12.9675,207
PY,12.9675,882
LI,13.0707,207
PY,13.0707,884
LI,13.1739,206
